title,url,content,published_date
  The Zimbabwean singer who found fame in China – and obscurity at home,https://www.thezimbabwean.co/2025/04/the-zimbabwean-singer-who-found-fame-in-china-and-obscurity-at-home/,"13.4.2025
20:14
by Al Jazeera
Have your say:
Jump to comments
The Zimbabwean singer who found fame in China – and obscurity at home
Jo Stak used to sing in Mandarin and get stopped by fans on the streets of Shanghai. That changed when he came home.
Jo Stak after attending church on a Sunday in Harare. Stak made it big in China but is unknown at home [Chris Muronzi/Al Jazeera]
By
Chris Muronzi
Harare, Zimbabwe –
It was 2017 and Jo Stak – wearing a red tuxedo jacket, a bow tie and a homburg hat – was belting out a Mandarin song.
Red and yellow lights shimmered around him as a crowd of cheering, flag-waving fans on the Chinese version of The Voice gave a standing ovation at the end of his act.
Stak’s melodious rendition of a 1992 Chinese song called The World Needs Warm Hearts was broadcast on national television.
“I was invited to perform at The Voice as a guest performer that year,” Stak recalls.
The prime-time spot reflected how well-known he’d become in China. On Douyin, China’s version of TikTok, he had about five million followers. He’d appeared on some of the country’s biggest television stations. Fans stopped him on the street to ask for a photo or just have a chat. The Zimbabwean singer was riding high.
“Being Black in China makes you stand out naturally,” he explains. “And I was a musician [so that] made me stand out more.”
Breaking News Alert
Get real-time breaking news alerts and stay up-to-date with the most important headlines from around the globe.
The people who stopped him were often impressed that a foreigner would sing in Mandarin.
People walk along Shanghai’s Bund waterfront on a hot day [File: Aly Song/Reuters]
Some ‘big deal’
Today, in the Zimbabwean capital of Harare, Joe Takawira – Stak’s real name – is an inconspicuous figure walking down a street in Budiriro 5, the working class suburb where he was born and raised. In 2019, after seven years in China, his work visa expired, and he returned home.
Advertisement
Sporting his signature beard, grey sweatpants, sneakers and a black T-shirt, he lights a cigarette.
He saunters past street vendors selling fresh produce and condiments, stops at a corner to chat with a friend, then goes about his day. Whenever he runs into someone he knows, he greets them with a fist bump and a toothy grin.
When he’s at home, Stak listens to instrumental music and writes songs in Mandarin.
“This is how I spend my time in Budiriro,” he says, shrugging.
It feels a long way from China and the career he enjoyed there. He has not found the same acclaim back home.
Even his neighbours had no idea about his previous life.
Clemence Kadzomba, who runs a tyre shop in Stak’s neighbourhood, had no idea who his neighbour was until some of his clients who were among the 20,000 Zimbabweans living in China recognised him.
“I couldn’t believe it,” 43-year-old Kadzomba says, grinning.
“They were so excited to see him, like he was some big deal. And yet, here he was, just hanging out with us like it was nothing.”
Stak stands with fans outside a club in Shanghai in 2019 [Courtesy of Jo Stak]
Unexpected journey to stardom
Stak’s musical journey has its roots in the Methodist church-run school he attended as a teenager.
He sang in his church choir, something he loved, and was part of a group of students who recorded a gospel album.
The album did well, and some of the songs have close to a million views on YouTube.
Music runs in his family, says Stak, the middle of three brothers. His older brother wrote songs at school while the youngest brother plays the piano.
Advertisement
After graduating, Stak enrolled to study Mandarin in China in 2012, motivated by his love for Chinese culture, which began as a boy watching Jackie Chan’s action films. He was 20 years old when he moved to Shanghai.
This came at a time when Zimbabwe was pivoting away from the West with the late leader Robert Mugabe’s “Look East” policy, adopted in response to United States and European Union sanctions after a 2002 presidential election marred by violence.
Mugabe opened Zimbabwe’s doors to Asia, leading to an influx of Chinese investment as more Zimbabweans headed to China to work or study.
By 2014, Stak was proficient in Mandarin and started posting videos of himself singing in Mandarin to Douyin. “I wanted to explore music in a different language,” he explains as he lights a cigarette and sits back in his chair on the red-floored veranda of his house.
He would sing R&B, hip-hop and pop songs in Mandarin and English and started to get booked for gigs.
“My first gig was at Yuyingtang, a music bar in Shanghai,” he recalls. He says the venue wasn’t very big but he made $1,500 – enough to pay for his food and accommodation for months.
That gig made him realise he could make money from his talent, and it marked the start of his career as a professional pop singer in China.
After that, he played at music bars, festivals, weddings and nightclubs – performing mostly in Mandarin.
Of the 37 songs he recorded, one was in the top 10 on the Chinese music streaming service Baidu Music. “It meant a lot to me,” Stak says excitedly, although it earned him only 5,000 yuan ($865).
Advertisement
Then in 2017, he joined the Foundation Band, a group of musicians from Africa, the US and Europe that performed Chinese and Western pop music and hip-hop at weddings and nightclubs.
As the lead vocalist, he caught the attention of Chinese television networks, leading to performances on major stations.
“I was surprised by my success in China,” Stak admits.
Life there was good. His daily routine consisted mainly of “eating, singing and drinking”.
His favourite dish was hotpot – a meal for which diners cook raw ingredients like seafood and tofu in a shared pot of broth at the table.
“Even now, when I miss it, I go to Chinese restaurants,” he says.
He’d perform at night, and during the day, he’d roam along Shanghai’s historic waterfront with its colonial-era architecture and rooftop bars.
Stak made good money. “They pay artists well – I mean 1,000 US dollars minimum for a 10-minute show.”
But he also felt accepted and at home in China, where he says the music industry welcomes foreign talent and invests in it.
Unlike many foreign artists singing in English who can struggle to break into the Chinese market, Stak had an edge – he was an African singing in Mandarin, and there were few performers like him. His ability to perform popular Chinese songs endeared him to audiences.
Left, Stak performs a song in Mandarin at a mall in 2018, and, right, Stak before recording a hip-hop song with Chinese rapper Dapeng in 2019 [Courtesy of Jo Stak]
Coming home to anonymity
Then in 2019, Stak’s visa expired. Aged 27, he returned to a country that was in the midst of a
devastating economic crisis
.
Advertisement
His parents – his father’s an engineer, his mother’s a teacher – were coping, but across the country, people were struggling with hyperinflation, foreign currency shortages and an unemployment rate of more than 50 percent.
Stak found work as a translator – and quickly discovered that Zimbabwe’s music and social media landscapes were unfamiliar to him.
He says much of his fame and success came from Chinese apps, mostly Douyin. But the apps he relied on are available only in China as Beijing restricts foreign digital platforms through its “
Great Firewall
”.
Without them, Stak could no longer reach his Chinese audience.
His career vanished when he left Shanghai. “I feel like a part of me remained in China,” he explains.
In Zimbabwe, nobody knew him. He started recording some music – and contemplated a switch to gospel, which is popular in the country – but he’s struggled to promote his songs. When he contacted a local radio station to play his music, he never heard back.
Stak believes that if Chinese social media were accessible to global audiences, he would still have a thriving musical career.
“That would have brought me international recognition,” he says.
For now, the translation work pays well. He currently works for a Chinese mining company, translating English or Shona into Mandarin. When he isn’t working, he tries to write music, but full-time work leaves little time to reinvent himself or find an audience for his Chinese pop.
Longing for the stage
Today, Stak is torn. He dreams of a return to China but also wants to rebuild his music career in Zimbabwe, where he hopes to marry and raise a family.
Advertisement
“I want to start afresh here,” he says.
“But I also miss China,” a country that was “very good and welcoming” to him, he adds.
Whether it’s in Asia or Africa, he itches to return to the stage. “I miss the spotlight,” he says.
Five years after he left China, Stak remains popular there. A couple of months ago, his Chinese boss uploaded a video of him singing in Mandarin. “[He] posted me on his WeChat status, and people were asking him about me. They were like, ‘Where is this guy?’”
Stak takes a moment and then adds, “The Chinese love me.”
Source: Al Jazeera
Post published in:
Featured
Related
Health ministry lashes out at Machakaire’s ‘unwarranted’ criticism over state of hospitals
High Court ends journalist Blessed Mhlanga’s two-month prison hell
The Cost Of Amusement Park Equipment From Mexico Might Surprise You (See Prices)
Amusement Park Equipment | search ads
|
Sponsored
Sponsored
Learn More
Undo
Never Throw Away the Water After Boiling Eggs - The Reason is Genius!
Tips and Tricks
|
Sponsored
Sponsored
Undo
Unsold 2021 Cars Now Almost Free - Prices May Surprise You
Unsold Cars | Search Ads
|
Sponsored
Sponsored
Learn More
Undo
Cost Of Amusement Park Equipment From Mexico Might Surprise You - See Tips
Amusement Park Equipment | search ads
|
Sponsored
Sponsored
Click Here
Undo
Villas Prices In Dubai Might Be More Affordable Than You Think
Villas In Dubai | Search Ads
|
Sponsored
Sponsored
Get Quote
Undo
Villas For Sale in Dubai Might Surprise You
Villas In Dubai | Search Ads
|
Sponsored
Sponsored
Get Quote
Undo
Leave a Reply
Cancel reply
Your",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/05/harare-arts-festival-attracts-international-crowd/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/05/new-book-explores-zimbabwean-liberation-struggle/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/05/traditional-dance-troupe-tours-europe/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/04/contemporary-art-exhibition-opens-in-bulawayo/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/04/zimbabwean-novel-wins-international-award/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/04/new-film-about-gukurahundi-premieres/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/03/mbira-music-gains-global-following/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/03/harare-fashion-week-showcases-local-designers/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
  Page not foundThe Zimbabwean,https://www.thezimbabwean.co/2025/03/stone-sculpture-exhibition-in-new-york/,"Error 404 Not Found
We couldn't find this Page.
Please use the search form below.",2025-05-07
